2025/02/11-02:00:01.683,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:23.676,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:23.676,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:24.677,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:24.677,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:25.680,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:25.680,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:26.684,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:26.684,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:27.670,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:27.670,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:27.670,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:27.670,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:28.685,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:28.685,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:29.684,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:29.684,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:30.684,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:30.684,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:31.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:31.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:32.691,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:32.691,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:32.691,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:32.691,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:33.689,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:33.689,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:34.728,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:34.728,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:35.683,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:35.683,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:36.668,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:36.668,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:37.683,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:37.683,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:37.683,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:37.683,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:38.683,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:38.683,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:39.684,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:39.684,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:40.669,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:40.669,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:41.677,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:41.677,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:42.046,CacheGateChannel.cpp,268,(notice),[cachegate channel], CacheGateSessionHandler::OnClose; closed connection with cachegate, sessionId:0x100000001, portId:1, sessionIndex:1
2025/02/11-02:04:42.046,CacheGateChannel.cpp,36,(notice),[cachegate channel], CacheGateChannel::SetServiceState; current cachegate service state:unavailable
2025/02/11-02:04:42.046,CachedWatchdog.cpp,58,(notice),[cached watchdog], CachedWatchdog::setServiceState; [wid:7801] current cached service state:unavailable
2025/02/11-02:04:42.046,CachedWatchdog.cpp,256,(notice),[cached watchdog], CachedWatchdogManager::SetAllServiceState; [all] current cached service state:unavailable
2025/02/11-02:04:42.046,CacheGateChannel.cpp,284,(debug),[cachegate channel], CacheGateSessionHandler::OnClose; reconnecting to cachegate, sessionId:0x100000001, portId:1, sessionIndex:1
2025/02/11-02:04:42.046,Session.cpp,515,(debug),[session], trying to reconnect after 5000 msec, id:100000001, this:0000000002BF0000, addr:(192.168.1.8:20800)
2025/02/11-02:04:42.047,Session.cpp,694,(debug),[session], close called; don't remove session, id:100000001, this:0000000002BF0000, state:4
